9	0.4302752948	0.8011131393
12	0.4642534747	0.7618362983
15	0.4719781351	0.7313829124
18	0.4815581919	0.7155961234
21	0.4837584669	0.6956173738
24	0.4888514494	0.6839121288
27	0.4889186425	0.6691006148
30	0.4930154332	0.6615270399
33	0.4927158547	0.650369566
36	0.4950725688	0.6440512093
39	0.4950125266	0.6355967745
42	0.4967179146	0.630512847
45	0.4967248064	0.6237959173
48	0.4980952253	0.6196516794
51	0.4975399114	0.6138251964
54	0.4991935288	0.6106974611
57	0.4986445034	0.6056910215
60	0.5001848494	0.6034166736
63	0.499453185	0.5990585744
66	0.5007095847	0.5967305075
69	0.5000501881	0.5930435022
72	0.5010523012	0.5911775108
75	0.5004384157	0.587811768
78	0.5019387592	0.5868634741
81	0.5013351704	0.5836700174
84	0.5019474097	0.5822463461
87	0.5012475597	0.5794227392
90	0.5021263253	0.5780237441
93	0.5019886747	0.5761948382
96	0.5025368449	0.5749270661
99	0.5024877399	0.5729424344
102	0.5022811138	0.5713001775
105	0.5025451587	0.5700540383
108	0.5027302007	0.5685956552
111	0.5024991881	0.5670463569
114	0.5027512554	0.5659781745
117	0.5027104919	0.5648559499
120	0.503415507	0.5642566175
123	0.5027693101	0.562347216
126	0.5034647933	0.5617461279
129	0.5029760241	0.560029353
132	0.5030469491	0.5596330031
135	0.5031714315	0.5584042261
138	0.5034989316	0.5578639341
141	0.5034267055	0.5568103312
144	0.5029943881	0.5556533783
147	0.5039982849	0.555883179
150	0.5028640072	0.5534928697
153	0.5027692109	0.5528267567
156	0.5045401357	0.5536394564
159	0.5035355242	0.5530530821
162	0.5041637764	0.5522368944
165	0.5043870308	0.5519557815
168	0.5046825491	0.5519273559
171	0.5037093651	0.5496829509
174	0.504724729	0.5501589932
177	0.5021049047	0.5470699345
180	0.5042334567	0.5477424643
183	0.5048145494	0.547937205
186	0.5069273881	0.549980735
189	0.5042465474	0.5467652109
192	0.5042286081	0.5466242709
195	0.5051670507	0.5466489299
198	0.5012576871	0.5418373294
201	0.5050260759	0.5442040853
204	0.5048806244	0.5443465354
207	0.5035222317	0.5417594333
210	0.502271157	0.5413792023
213	0.5046600884	0.5428267977
216	0.5043597068	0.5409077161
219	0.504824573	0.5412822998
222	0.502965137	0.5399966744
225	0.4990432037	0.5357126917
228	0.5033612101	0.5389553811
231	0.5006781856	0.5363315342
234	0.5059660864	0.5407701642
237	0.5046761781	0.5405474826
240	0.50014635	0.5332372941
243	0.5027974131	0.5352981996
246	0.5081656135	0.5402304055
249	0.5091409867	0.5407494167
252	0.5026295242	0.5335235078
255	0.5075243788	0.5385921537
258	0.5045544392	0.535173418
261	0.5069251607	0.5371059809
264	0.5010668448	0.5330391717
267	0.5015723356	0.5298881056
270	0.5018270122	0.5281819773
273	0.4968083579	0
276	0	0
279	0.511008247	0.5355428752
282	0	0
285	0.5026002449	0
288	0	0
291	0	0
294	0	0
297	0	0
300	0	0
